Postal code,date,n_daily_data_points,dayOfWeek,day_type,BlueCars_taken_sum,BlueCars_returned_sum,Utilib_taken_sum,Utilib_returned_sum,Utilib_14_taken_sum,Utilib_14_returned_sum,Slots_freed_sum,Slots_taken_sum
75001,1/1/2018,1440,0,weekday,110,103,3,2,10,9,22,20
75001,1/2/2018,1438,1,weekday,98,94,1,1,8,8,23,22
75001,1/3/2018,1439,2,weekday,138,139,0,0,2,2,27,27
75001,1/4/2018,1320,3,weekday,104,104,2,2,9,8,25,21
75001,1/5/2018,1440,4,weekday,114,117,3,3,6,6,18,20
75001,1/6/2018,1437,5,weekend,187,185,6,6,7,8,38,35
75001,1/7/2018,1440,6,weekend,180,180,2,2,10,9,34,34
75001,1/8/2018,1438,0,weekday,84,83,3,3,10,10,14,15
75001,1/9/2018,1439,1,weekday,81,84,1,1,4,4,15,15
75001,1/10/2018,1440,2,weekday,88,85,5,5,11,11,23,22
75001,1/11/2018,1440,3,weekday,125,125,3,4,13,13,22,22
75001,1/12/2018,1439,4,weekday,126,127,3,2,12,12,11,13
75001,1/13/2018,1440,5,weekend,224,223,2,2,15,15,38,38
75001,1/14/2018,1440,6,weekend,193,193,2,2,12,12,22,20
75001,1/15/2018,1440,0,weekday,107,107,4,4,9,9,15,15
75001,1/16/2018,1440,1,weekday,116,116,1,1,8,8,19,20
75001,1/17/2018,1440,2,weekday,118,118,2,2,7,7,16,15
75001,1/18/2018,1439,3,weekday,122,122,7,7,8,8,21,21
75001,1/19/2018,1440,4,weekday,130,130,3,3,7,7,17,19
75001,1/20/2018,1439,5,weekend,217,217,2,2,25,25,41,39
75001,1/21/2018,1440,6,weekend,143,150,4,4,8,8,23,25
75001,1/22/2018,1440,0,weekday,123,116,2,2,5,5,14,14
75001,1/23/2018,1439,1,weekday,112,113,3,3,10,10,11,9
75001,1/24/2018,1434,2,weekday,108,107,7,7,14,14,24,25
75001,1/25/2018,1398,3,weekday,130,130,0,0,4,4,20,20
75001,1/26/2018,1437,4,weekday,145,146,0,0,7,7,35,37
75001,1/27/2018,1440,5,weekend,216,218,1,1,12,12,36,36
75001,1/28/2018,1440,6,weekend,190,189,5,5,10,10,32,30
75001,1/29/2018,1440,0,weekday,83,81,2,2,3,3,17,16
75001,1/30/2018,1440,1,weekday,103,103,2,2,3,3,11,11
75001,1/31/2018,1440,2,weekday,108,110,2,2,4,4,13,14
75001,2/1/2018,1440,3,weekday,112,110,4,4,15,15,21,20
75001,2/2/2018,1440,4,weekday,146,147,3,3,6,6,28,28
75001,2/3/2018,1438,5,weekend,199,204,4,4,15,15,34,37
75001,2/4/2018,1440,6,weekend,186,180,2,2,17,17,36,33
75001,2/5/2018,1440,0,weekday,121,121,2,2,7,7,17,18
75001,2/6/2018,1439,1,weekday,118,118,4,4,3,3,12,11
75001,2/7/2018,1439,2,weekday,98,99,8,8,10,10,19,19
75001,2/8/2018,1438,3,weekday,113,112,5,5,9,9,15,15
75001,2/9/2018,1439,4,weekday,109,109,5,5,4,4,14,15
75001,2/10/2018,1440,5,weekend,207,207,5,5,12,12,28,27
75001,2/11/2018,1440,6,weekend,160,165,7,7,16,16,32,33
75001,2/12/2018,1440,0,weekday,115,111,1,1,7,7,18,19
75001,2/13/2018,1440,1,weekday,94,93,6,6,9,10,21,19
75001,2/14/2018,1440,2,weekday,99,99,2,2,5,4,19,20
75001,2/15/2018,1437,3,weekday,119,119,3,3,6,6,18,18
75001,2/16/2018,1439,4,weekday,130,130,0,0,11,12,27,28
75001,2/17/2018,1440,5,weekend,176,176,4,4,9,8,36,36
75001,2/18/2018,1438,6,weekend,157,158,1,1,11,11,26,25
75001,2/19/2018,1420,0,weekday,85,86,1,1,9,9,12,12
75001,2/20/2018,1425,1,weekday,100,98,3,3,9,9,11,11
75001,2/21/2018,1440,2,weekday,116,116,1,1,10,10,23,22
75001,2/22/2018,1440,3,weekday,121,122,4,4,11,11,21,21
75001,2/23/2018,1440,4,weekday,135,135,3,3,8,8,17,18
75001,2/24/2018,1396,5,weekend,8,9,0,0,0,0,0,0
75001,2/28/2018,1429,2,weekday,92,91,0,1,5,5,18,18
75001,3/1/2018,1389,3,weekday,127,131,6,5,8,8,32,31
75001,3/2/2018,1440,4,weekday,136,137,9,9,4,6,20,23
75001,3/3/2018,1440,5,weekend,192,193,1,1,9,7,27,26
75001,3/4/2018,1440,6,weekend,168,165,4,4,16,16,28,28
75001,3/5/2018,1440,0,weekday,102,103,1,1,12,12,21,19
75001,3/6/2018,1439,1,weekday,122,121,2,2,6,6,23,23
75001,3/7/2018,1440,2,weekday,118,118,2,2,10,10,21,21
75001,3/8/2018,1439,3,weekday,113,113,3,3,8,8,17,19
75001,3/9/2018,1440,4,weekday,135,138,4,4,13,13,20,18
75001,3/10/2018,1440,5,weekend,207,208,5,5,15,15,48,50
75001,3/11/2018,1440,6,weekend,180,177,3,3,12,12,30,28
75001,3/12/2018,1440,0,weekday,99,98,6,6,1,1,15,17
75001,3/13/2018,1440,1,weekday,123,124,2,2,4,4,19,18
75001,3/14/2018,1440,2,weekday,102,101,5,5,12,12,23,23
75001,3/15/2018,1440,3,weekday,134,135,1,1,10,10,22,21
75001,3/16/2018,1440,4,weekday,145,145,3,3,13,13,36,40
75001,3/17/2018,1440,5,weekend,197,203,2,2,21,21,34,31
75001,3/18/2018,1440,6,weekend,173,169,6,6,11,12,28,27
75001,3/19/2018,1440,0,weekday,99,96,3,3,18,18,16,17
75001,3/20/2018,1440,1,weekday,98,98,3,3,5,4,25,24
75001,3/21/2018,1440,2,weekday,135,136,3,3,5,5,24,24
75001,3/22/2018,1440,3,weekday,143,142,9,9,3,3,22,24
75001,3/23/2018,1440,4,weekday,131,131,2,2,5,5,16,15
75001,3/24/2018,1440,5,weekend,196,196,11,11,13,13,27,27
75001,3/25/2018,1380,6,weekend,150,154,3,3,11,12,29,28
75001,3/26/2018,1439,0,weekday,102,100,0,0,10,10,20,23
75001,3/27/2018,1440,1,weekday,98,97,4,4,18,17,18,16
75001,3/28/2018,1440,2,weekday,103,103,4,4,8,8,16,18
75001,3/29/2018,1440,3,weekday,145,144,4,4,9,9,18,18
75001,3/30/2018,1434,4,weekday,126,128,6,6,11,11,25,23
75001,3/31/2018,1440,5,weekend,192,193,3,3,12,12,27,27
75001,4/1/2018,1440,6,weekend,176,179,2,3,14,15,21,21
75001,4/2/2018,1439,0,weekday,156,151,4,3,11,11,20,19
75001,4/3/2018,1440,1,weekday,112,111,2,2,5,4,22,22
75001,4/4/2018,1440,2,weekday,115,115,6,6,4,4,15,16
75001,4/5/2018,1440,3,weekday,118,118,1,1,9,9,24,25
75001,4/6/2018,1364,4,weekday,130,135,6,6,12,12,31,31
75001,4/7/2018,1318,5,weekend,231,232,8,8,8,8,47,48
75001,4/8/2018,1440,6,weekend,119,117,1,1,13,13,29,28
75001,4/9/2018,1440,0,weekday,105,105,1,1,15,15,21,21
75001,4/10/2018,1440,1,weekday,100,100,2,2,19,19,18,18
75001,4/11/2018,1439,2,weekday,125,125,5,5,6,6,20,21
75001,4/12/2018,1440,3,weekday,103,104,8,8,1,1,16,16
75001,4/13/2018,1439,4,weekday,138,137,3,3,8,8,30,30
75001,4/14/2018,1440,5,weekend,219,219,5,5,13,13,35,35
75001,4/15/2018,1439,6,weekend,179,179,2,2,6,6,34,33
75001,4/16/2018,1440,0,weekday,122,122,4,4,8,8,23,24
75001,4/17/2018,1440,1,weekday,107,107,6,6,7,7,18,17
75001,4/18/2018,1377,2,weekday,124,124,2,2,17,18,16,17
75001,4/19/2018,1203,3,weekday,105,101,3,4,9,9,18,17
75001,4/20/2018,1417,4,weekday,146,143,4,4,8,8,19,18
75001,4/21/2018,1440,5,weekend,188,190,8,8,13,13,33,33
75001,4/22/2018,1440,6,weekend,139,137,9,9,12,12,22,21
75001,4/23/2018,1417,0,weekday,97,99,2,2,6,6,11,11
75001,4/24/2018,1439,1,weekday,120,118,0,0,8,9,13,14
75001,4/25/2018,1440,2,weekday,113,113,2,2,7,6,17,16
75001,4/26/2018,1440,3,weekday,102,102,3,3,7,7,16,18
75001,4/27/2018,1440,4,weekday,102,102,4,4,6,6,20,20
75001,4/28/2018,1440,5,weekend,159,159,11,11,5,5,27,27
75001,4/29/2018,1440,6,weekend,147,147,1,1,3,3,20,19
75001,4/30/2018,1440,0,weekday,118,118,4,4,4,4,21,21
75001,5/1/2018,1440,1,weekday,151,151,2,2,15,17,27,26
75001,5/2/2018,1440,2,weekday,122,122,1,1,11,9,18,18
75001,5/3/2018,1439,3,weekday,138,138,2,2,9,9,26,26
75001,5/4/2018,1435,4,weekday,129,130,0,0,7,7,16,18
75001,5/5/2018,1440,5,weekend,207,207,7,7,9,9,40,39
75001,5/6/2018,1439,6,weekend,152,155,2,2,12,12,17,17
75001,5/7/2018,1437,0,weekday,118,115,5,5,6,6,24,24
75001,5/8/2018,1425,1,weekday,157,156,0,0,1,1,30,30
75001,5/20/2018,1440,6,weekend,114,120,4,4,3,3,25,26
75001,5/21/2018,1440,0,weekday,146,141,7,7,1,1,36,34
75001,5/22/2018,1438,1,weekday,142,144,4,4,12,12,30,32
75001,5/23/2018,1174,2,weekday,110,94,2,2,2,3,13,11
75001,5/24/2018,1436,3,weekday,116,116,4,4,8,8,19,18
75001,5/25/2018,1440,4,weekday,141,142,9,9,7,7,23,24
75001,5/26/2018,1440,5,weekend,202,201,5,5,9,9,37,38
75001,5/27/2018,1440,6,weekend,175,179,3,3,13,13,29,28
75001,5/28/2018,1440,0,weekday,96,94,5,5,5,5,9,8
75001,5/29/2018,1439,1,weekday,142,141,4,4,5,5,19,19
75001,5/30/2018,1440,2,weekday,119,118,17,17,5,5,21,22
75001,5/31/2018,1411,3,weekday,133,133,4,4,9,9,22,22
75001,6/1/2018,1440,4,weekday,116,118,2,2,7,7,21,22
75001,6/2/2018,1440,5,weekend,254,253,7,8,14,15,40,39
75001,6/3/2018,1440,6,weekend,196,199,9,8,18,17,24,24
75001,6/4/2018,1440,0,weekday,99,95,1,1,16,16,11,11
75001,6/5/2018,1439,1,weekday,137,138,3,3,6,6,16,16
75001,6/6/2018,1440,2,weekday,109,108,5,5,19,19,10,11
75001,6/7/2018,1439,3,weekday,113,113,6,6,10,10,20,18
75001,6/8/2018,1438,4,weekday,133,133,4,4,9,9,19,20
75001,6/9/2018,1440,5,weekend,185,188,8,8,6,7,30,31
75001,6/10/2018,1440,6,weekend,146,146,4,4,13,13,14,14
75001,6/11/2018,1440,0,weekday,116,113,1,1,21,20,17,16
75001,6/12/2018,1439,1,weekday,126,126,4,4,21,22,16,16
75001,6/13/2018,1440,2,weekday,98,98,5,5,11,10,12,13
75001,6/14/2018,1439,3,weekday,156,156,4,4,6,6,26,24
75001,6/15/2018,1440,4,weekday,150,150,5,5,3,3,20,22
75001,6/16/2018,1440,5,weekend,203,206,7,7,18,18,35,34
75001,6/17/2018,1440,6,weekend,175,174,7,7,8,9,20,20
75001,6/18/2018,1440,0,weekday,122,120,6,6,12,11,22,22
75001,6/19/2018,1370,1,weekday,6,7,0,0,0,0,0,0
75002,1/1/2018,1440,0,weekday,145,138,4,6,12,11,30,29
75002,1/2/2018,1438,1,weekday,137,125,6,4,8,8,32,31
75002,1/3/2018,1439,2,weekday,166,165,3,3,16,17,31,33
75002,1/4/2018,1320,3,weekday,131,135,6,7,13,12,32,32
75002,1/5/2018,1440,4,weekday,165,165,2,2,11,11,34,32
75002,1/6/2018,1437,5,weekend,243,244,5,5,12,12,41,42
75002,1/7/2018,1440,6,weekend,193,197,4,4,12,12,31,30
75002,1/8/2018,1438,0,weekday,135,130,5,5,13,14,24,24
75002,1/9/2018,1439,1,weekday,151,153,9,9,12,11,41,43
75002,1/10/2018,1440,2,weekday,143,141,1,1,5,5,29,30
75002,1/11/2018,1440,3,weekday,143,143,5,5,10,10,29,29
75002,1/12/2018,1439,4,weekday,159,159,2,2,9,9,30,27
75002,1/13/2018,1440,5,weekend,264,264,3,3,8,8,48,49
75002,1/14/2018,1440,6,weekend,213,223,1,1,11,11,26,27
75002,1/15/2018,1440,0,weekday,164,156,3,3,9,9,36,36
75002,1/16/2018,1440,1,weekday,150,148,4,4,8,8,25,25
75002,1/17/2018,1440,2,weekday,163,164,4,4,10,10,43,43
75002,1/18/2018,1439,3,weekday,191,190,10,10,11,11,43,43
75002,1/19/2018,1440,4,weekday,190,190,5,5,13,13,44,45
75002,1/20/2018,1439,5,weekend,276,277,3,3,11,11,49,49
75002,1/21/2018,1440,6,weekend,210,213,9,9,11,12,44,41
75002,1/22/2018,1440,0,weekday,183,179,5,5,15,15,30,30
75002,1/23/2018,1439,1,weekday,130,131,6,6,8,7,33,35
75002,1/24/2018,1434,2,weekday,156,155,5,5,22,22,41,40
75002,1/25/2018,1398,3,weekday,148,149,9,9,14,14,41,42
75002,1/26/2018,1437,4,weekday,176,175,10,10,11,11,36,36
75002,1/27/2018,1440,5,weekend,270,270,8,8,16,16,49,48
75002,1/28/2018,1440,6,weekend,192,198,6,6,11,11,36,38
75002,1/29/2018,1440,0,weekday,128,122,3,3,13,13,40,37
75002,1/30/2018,1440,1,weekday,142,142,6,6,15,15,37,38
75002,1/31/2018,1440,2,weekday,176,177,4,4,12,12,36,36
75002,2/1/2018,1440,3,weekday,186,185,3,3,14,14,36,36
75002,2/2/2018,1440,4,weekday,157,158,7,7,6,6,39,40
75002,2/3/2018,1438,5,weekend,280,280,6,6,20,20,43,45
75002,2/4/2018,1440,6,weekend,188,189,2,2,8,8,18,17
75002,2/5/2018,1440,0,weekday,163,161,0,0,27,27,32,32
75002,2/6/2018,1439,1,weekday,178,178,2,2,9,9,30,30
75002,2/7/2018,1439,2,weekday,146,147,2,2,9,9,22,21
75002,2/8/2018,1438,3,weekday,153,152,3,3,15,15,24,25
75002,2/9/2018,1439,4,weekday,158,160,5,5,20,20,40,38
75002,2/10/2018,1440,5,weekend,259,257,4,4,14,14,44,45
75002,2/11/2018,1440,6,weekend,197,205,13,13,9,9,35,36
75002,2/12/2018,1440,0,weekday,156,148,2,2,13,13,34,32
75002,2/13/2018,1440,1,weekday,152,152,6,6,13,13,42,41
75002,2/14/2018,1440,2,weekday,161,161,7,7,10,10,36,38
75002,2/15/2018,1437,3,weekday,180,180,1,1,9,9,37,37
75002,2/16/2018,1439,4,weekday,146,146,6,6,6,6,45,44
75002,2/17/2018,1440,5,weekend,240,240,2,2,16,16,44,44
75002,2/18/2018,1438,6,weekend,165,165,3,3,17,17,33,33
75002,2/19/2018,1420,0,weekday,123,123,4,4,15,15,24,24
75002,2/20/2018,1425,1,weekday,157,157,9,9,9,10,40,39
75002,2/21/2018,1440,2,weekday,146,146,3,3,7,6,33,33
75002,2/22/2018,1440,3,weekday,185,185,8,8,10,10,27,28
75002,2/23/2018,1440,4,weekday,190,190,6,6,8,8,29,30
75002,2/24/2018,1396,5,weekend,12,12,0,0,0,0,0,0
75002,2/28/2018,1429,2,weekday,156,157,3,3,13,13,39,39
75002,3/1/2018,1389,3,weekday,178,180,4,4,8,9,31,32
75002,3/2/2018,1440,4,weekday,190,190,8,8,6,6,30,28
75002,3/3/2018,1440,5,weekend,264,265,10,10,12,12,51,52
75002,3/4/2018,1440,6,weekend,181,186,2,2,12,14,36,35
75002,3/5/2018,1440,0,weekday,142,136,4,4,14,12,27,26
75002,3/6/2018,1439,1,weekday,152,152,6,6,7,7,30,31
75002,3/7/2018,1440,2,weekday,173,173,6,6,12,12,26,26
75002,3/8/2018,1439,3,weekday,140,140,4,4,14,14,34,34
75002,3/9/2018,1440,4,weekday,175,176,3,3,12,13,37,38
75002,3/10/2018,1440,5,weekend,263,265,5,5,19,18,36,38
75002,3/11/2018,1440,6,weekend,167,171,9,9,14,14,46,42
75002,3/12/2018,1440,0,weekday,129,122,2,2,5,5,28,29
75002,3/13/2018,1440,1,weekday,146,146,1,1,15,15,22,23
75002,3/14/2018,1440,2,weekday,177,177,1,1,9,9,34,34
75002,3/15/2018,1440,3,weekday,180,180,2,2,7,7,43,43
75002,3/16/2018,1440,4,weekday,167,167,4,4,14,14,59,59
75002,3/17/2018,1440,5,weekend,250,255,10,11,16,16,44,46
75002,3/18/2018,1440,6,weekend,208,209,8,8,11,13,30,29
75002,3/19/2018,1440,0,weekday,150,144,10,9,14,12,27,25
75002,3/20/2018,1440,1,weekday,136,136,2,2,13,13,27,26
75002,3/21/2018,1440,2,weekday,164,164,3,3,8,9,41,42
75002,3/22/2018,1440,3,weekday,157,158,3,3,10,9,40,39
75002,3/23/2018,1440,4,weekday,171,170,2,2,9,9,36,38
75002,3/24/2018,1440,5,weekend,266,266,2,2,15,15,38,39
75002,3/25/2018,1380,6,weekend,166,175,1,1,6,8,37,37
75002,3/26/2018,1439,0,weekday,155,149,3,3,9,7,34,32
75002,3/27/2018,1440,1,weekday,168,165,6,6,4,4,45,46
75002,3/28/2018,1440,2,weekday,146,146,9,9,12,12,30,29
75002,3/29/2018,1440,3,weekday,186,186,0,0,9,9,34,34
75002,3/30/2018,1434,4,weekday,153,153,4,4,10,10,38,39
75002,3/31/2018,1440,5,weekend,247,248,9,9,18,18,44,44
75002,4/1/2018,1440,6,weekend,193,193,5,5,8,9,33,31
75002,4/2/2018,1439,0,weekday,175,186,5,5,9,8,36,37
75002,4/3/2018,1440,1,weekday,185,174,4,4,10,10,29,30
75002,4/4/2018,1440,2,weekday,152,151,7,7,19,19,35,35
75002,4/5/2018,1440,3,weekday,167,167,9,9,14,14,39,37
75002,4/6/2018,1364,4,weekday,154,161,4,4,13,13,32,36
75002,4/7/2018,1318,5,weekend,243,243,4,4,15,15,64,65
75002,4/8/2018,1440,6,weekend,176,183,3,3,18,18,40,39
75002,4/9/2018,1440,0,weekday,161,155,7,7,8,8,35,35
75002,4/10/2018,1440,1,weekday,145,144,2,2,15,15,44,47
75002,4/11/2018,1439,2,weekday,158,159,6,6,15,15,27,27
75002,4/12/2018,1440,3,weekday,165,164,3,3,9,9,34,31
75002,4/13/2018,1439,4,weekday,184,185,0,0,12,13,38,39
75002,4/14/2018,1440,5,weekend,293,292,8,8,14,13,56,57
75002,4/15/2018,1439,6,weekend,216,222,3,5,7,7,52,50
75002,4/16/2018,1440,0,weekday,157,151,6,4,9,9,31,30
75002,4/17/2018,1440,1,weekday,155,155,6,6,6,7,35,37
75002,4/18/2018,1377,2,weekday,151,147,4,4,10,9,36,34
75002,4/19/2018,1203,3,weekday,131,134,4,5,8,7,20,21
75002,4/20/2018,1417,4,weekday,148,144,3,3,6,5,35,33
75002,4/21/2018,1440,5,weekend,228,236,4,5,21,21,35,34
75002,4/22/2018,1440,6,weekend,182,177,3,2,10,10,31,32
75002,4/23/2018,1417,0,weekday,134,132,2,2,10,10,26,27
75002,4/24/2018,1439,1,weekday,123,122,6,6,9,9,24,23
75002,4/25/2018,1440,2,weekday,155,155,6,6,7,7,27,27
75002,4/26/2018,1440,3,weekday,144,144,9,9,5,5,33,33
75002,4/27/2018,1440,4,weekday,179,180,3,3,11,11,37,37
75002,4/28/2018,1440,5,weekend,218,218,8,8,13,13,37,36
75002,4/29/2018,1440,6,weekend,168,181,2,2,6,6,35,36
75002,4/30/2018,1440,0,weekday,196,183,2,2,11,12,34,33
75002,5/1/2018,1440,1,weekday,162,170,5,5,11,10,35,35
75002,5/2/2018,1440,2,weekday,150,141,18,18,10,10,38,40
75002,5/3/2018,1439,3,weekday,153,154,6,6,9,9,35,34
75002,5/4/2018,1435,4,weekday,173,174,2,2,18,18,34,38
75002,5/5/2018,1440,5,weekend,171,172,5,5,8,8,38,34
75002,5/6/2018,1439,6,weekend,135,143,8,8,14,15,34,34
75002,5/7/2018,1437,0,weekday,161,159,3,4,6,5,38,38
75002,5/8/2018,1425,1,weekday,160,167,4,3,11,13,37,40
75002,5/20/2018,1440,6,weekend,133,121,1,1,4,2,32,28
75002,5/21/2018,1440,0,weekday,188,184,0,0,11,12,35,35
75002,5/22/2018,1438,1,weekday,185,186,3,3,12,11,39,40
75002,5/23/2018,1174,2,weekday,104,99,7,7,10,9,25,27
75002,5/24/2018,1436,3,weekday,168,168,4,4,11,11,48,51
75002,5/25/2018,1440,4,weekday,160,162,9,9,23,23,40,38
75002,5/26/2018,1440,5,weekend,239,237,6,6,19,19,46,47
75002,5/27/2018,1440,6,weekend,200,207,0,2,18,19,22,22
75002,5/28/2018,1440,0,weekday,170,163,3,1,15,14,24,22
75002,5/29/2018,1439,1,weekday,152,152,11,11,12,12,29,30
75002,5/30/2018,1440,2,weekday,170,170,3,3,10,10,29,28
75002,5/31/2018,1411,3,weekday,174,174,2,2,9,9,39,41
75002,6/1/2018,1440,4,weekday,171,172,4,4,13,13,30,30
75002,6/2/2018,1440,5,weekend,231,233,9,9,16,16,47,48
75002,6/3/2018,1440,6,weekend,171,188,1,1,14,14,29,28
75002,6/4/2018,1440,0,weekday,172,154,3,3,6,6,41,40
75002,6/5/2018,1439,1,weekday,191,189,3,3,5,5,45,44
75002,6/6/2018,1440,2,weekday,154,154,4,4,15,15,34,36
75002,6/7/2018,1439,3,weekday,152,153,8,8,12,12,31,30
75002,6/8/2018,1438,4,weekday,203,202,6,6,9,9,42,42
75002,6/9/2018,1440,5,weekend,280,283,8,8,9,9,29,31
75002,6/10/2018,1440,6,weekend,196,198,3,3,9,9,37,36
75002,6/11/2018,1440,0,weekday,173,169,17,17,12,12,48,49
75002,6/12/2018,1439,1,weekday,172,171,6,6,8,8,35,32
75002,6/13/2018,1440,2,weekday,176,176,6,6,7,7,34,37
75002,6/14/2018,1439,3,weekday,154,155,1,1,8,8,26,24
75002,6/15/2018,1440,4,weekday,193,192,9,9,15,15,43,44
75002,6/16/2018,1440,5,weekend,245,252,12,14,5,6,40,41
75002,6/17/2018,1440,6,weekend,208,211,7,5,11,10,27,25
75002,6/18/2018,1440,0,weekday,138,128,4,4,8,8,23,23
75002,6/19/2018,1370,1,weekday,5,6,1,1,2,2,1,1
75003,1/1/2018,1440,0,weekday,264,250,6,7,3,6,45,43
75003,1/2/2018,1438,1,weekday,195,187,3,3,18,17,47,45
75003,1/3/2018,1439,2,weekday,228,229,10,10,20,19,44,42
75003,1/4/2018,1320,3,weekday,195,187,15,15,11,12,36,35
75003,1/5/2018,1440,4,weekday,237,249,3,4,17,16,50,52
75003,1/6/2018,1437,5,weekend,331,338,9,8,13,16,95,97
75003,1/7/2018,1440,6,weekend,283,293,8,8,17,16,84,87
75003,1/8/2018,1438,0,weekday,240,214,5,5,9,8,46,40
75003,1/9/2018,1439,1,weekday,212,211,7,8,15,15,50,50
75003,1/10/2018,1440,2,weekday,197,190,6,5,12,11,48,47
75003,1/11/2018,1440,3,weekday,211,212,3,3,8,8,47,46
75003,1/12/2018,1439,4,weekday,216,228,9,9,8,10,52,54
75003,1/13/2018,1440,5,weekend,380,379,8,8,23,25,83,84
75003,1/14/2018,1440,6,weekend,356,359,5,5,20,17,81,83
75003,1/15/2018,1440,0,weekday,218,220,3,3,15,15,42,38
75003,1/16/2018,1440,1,weekday,233,225,3,3,14,13,58,60
75003,1/17/2018,1440,2,weekday,217,208,2,2,23,23,61,57
75003,1/18/2018,1439,3,weekday,220,219,7,7,13,13,64,65
75003,1/19/2018,1440,4,weekday,238,245,7,8,15,15,67,69
75003,1/20/2018,1439,5,weekend,384,400,8,8,14,14,101,103
75003,1/21/2018,1440,6,weekend,313,307,4,4,15,16,86,87
75003,1/22/2018,1440,0,weekday,229,221,13,14,8,7,61,58
75003,1/23/2018,1439,1,weekday,221,224,12,10,8,8,51,52
75003,1/24/2018,1434,2,weekday,217,203,3,3,10,10,51,49
75003,1/25/2018,1398,3,weekday,201,202,5,5,11,12,63,62
75003,1/26/2018,1437,4,weekday,191,197,9,10,17,17,51,52
75003,1/27/2018,1440,5,weekend,350,367,8,8,12,11,97,103
75003,1/28/2018,1440,6,weekend,327,334,13,12,19,19,95,92
75003,1/29/2018,1440,0,weekday,223,203,4,4,14,15,60,58
75003,1/30/2018,1440,1,weekday,182,187,3,3,19,18,57,58
75003,1/31/2018,1440,2,weekday,226,222,6,6,13,14,65,67
75003,2/1/2018,1440,3,weekday,234,224,6,6,18,17,80,78
75003,2/2/2018,1440,4,weekday,262,274,7,7,12,14,64,60
75003,2/3/2018,1438,5,weekend,361,359,8,8,18,16,79,82
75003,2/4/2018,1440,6,weekend,335,344,6,6,25,27,77,77
75003,2/5/2018,1440,0,weekday,205,201,6,6,8,6,58,57
75003,2/6/2018,1439,1,weekday,208,207,3,4,1,2,58,60
75003,2/7/2018,1439,2,weekday,168,155,4,3,7,7,35,34
75003,2/8/2018,1438,3,weekday,198,199,9,9,6,5,54,53
75003,2/9/2018,1439,4,weekday,224,228,3,3,6,7,56,58
75003,2/10/2018,1440,5,weekend,346,340,10,10,20,21,85,88
75003,2/11/2018,1440,6,weekend,303,317,7,7,21,20,75,72
75003,2/12/2018,1440,0,weekday,205,222,1,1,10,10,64,69
75003,2/13/2018,1440,1,weekday,197,169,9,9,15,15,73,66
75003,2/14/2018,1440,2,weekday,229,235,8,8,16,15,63,67
75003,2/15/2018,1437,3,weekday,221,214,2,2,12,12,41,37
75003,2/16/2018,1439,4,weekday,236,235,0,0,12,12,64,65
75003,2/17/2018,1440,5,weekend,341,342,12,12,24,24,97,99
75003,2/18/2018,1438,6,weekend,277,290,6,6,16,17,64,64
75003,2/19/2018,1420,0,weekday,191,184,5,6,13,12,56,55
75003,2/20/2018,1425,1,weekday,197,203,13,12,11,11,37,36
75003,2/21/2018,1440,2,weekday,206,192,2,2,12,12,46,46
75003,2/22/2018,1440,3,weekday,180,182,9,9,13,13,55,53
75003,2/23/2018,1440,4,weekday,195,204,16,17,11,12,60,62
75003,2/24/2018,1396,5,weekend,25,12,1,0,2,1,3,1
75003,2/28/2018,1429,2,weekday,180,184,3,3,7,7,48,51
75003,3/1/2018,1389,3,weekday,208,202,0,0,9,8,62,60
75003,3/2/2018,1440,4,weekday,230,241,7,9,13,13,61,62
75003,3/3/2018,1440,5,weekend,330,332,11,11,18,20,82,82
75003,3/4/2018,1440,6,weekend,286,297,5,3,20,19,71,72
75003,3/5/2018,1440,0,weekday,196,195,5,6,21,21,55,57
75003,3/6/2018,1439,1,weekday,265,249,8,7,19,18,69,65
75003,3/7/2018,1440,2,weekday,251,245,1,1,11,11,60,60
75003,3/8/2018,1439,3,weekday,193,192,5,5,21,21,58,60
75003,3/9/2018,1440,4,weekday,205,231,6,7,12,13,74,75
75003,3/10/2018,1440,5,weekend,412,414,4,5,23,25,89,92
75003,3/11/2018,1440,6,weekend,340,329,11,9,29,29,91,88
75003,3/12/2018,1440,0,weekday,211,210,7,7,7,4,43,44
75003,3/13/2018,1440,1,weekday,227,212,6,6,14,14,55,50
75003,3/14/2018,1440,2,weekday,178,179,5,6,17,17,55,55
75003,3/15/2018,1440,3,weekday,196,192,8,7,19,21,60,60
75003,3/16/2018,1440,4,weekday,207,222,4,4,21,19,63,66
75003,3/17/2018,1440,5,weekend,357,366,11,13,18,18,109,113
75003,3/18/2018,1440,6,weekend,319,319,21,21,10,10,101,97
75003,3/19/2018,1440,0,weekday,190,188,10,8,6,7,50,50
75003,3/20/2018,1440,1,weekday,226,207,7,7,14,13,75,77
75003,3/21/2018,1440,2,weekday,224,225,5,5,7,7,64,63
75003,3/22/2018,1440,3,weekday,189,189,7,8,8,9,52,49
75003,3/23/2018,1440,4,weekday,240,247,9,10,20,21,73,75
75003,3/24/2018,1440,5,weekend,375,376,11,9,26,25,70,72
75003,3/25/2018,1380,6,weekend,326,331,4,4,21,20,80,77
75003,3/26/2018,1439,0,weekday,197,202,3,3,9,12,51,52
75003,3/27/2018,1440,1,weekday,217,202,9,10,14,12,47,43
75003,3/28/2018,1440,2,weekday,201,196,6,5,7,6,59,60
