Postal code,date,n_daily_data_points,dayOfWeek,day_type,BlueCars_taken_sum,BlueCars_returned_sum,Utilib_taken_sum,Utilib_returned_sum,Utilib_14_taken_sum,Utilib_14_returned_sum,Slots_freed_sum,Slots_taken_sum
94160,1/12/2018,1439,4,weekday,61,57,3,3,5,5,4,4
94160,1/13/2018,1440,5,weekend,106,107,9,8,5,7,8,7
94160,1/14/2018,1440,6,weekend,103,105,3,3,7,6,8,9
94160,1/15/2018,1440,0,weekday,55,59,1,2,3,4,3,3
94160,1/16/2018,1440,1,weekday,49,44,3,2,2,1,2,2
94160,1/17/2018,1440,2,weekday,46,54,3,3,8,9,1,1
94160,1/18/2018,1439,3,weekday,56,52,1,1,4,2,1,1
94160,1/19/2018,1440,4,weekday,58,53,1,1,12,12,4,3
94160,1/20/2018,1439,5,weekend,93,97,2,2,11,12,2,3
94160,1/21/2018,1440,6,weekend,114,115,1,1,3,2,5,5
94160,1/22/2018,1440,0,weekday,49,53,0,1,5,5,1,1
94160,1/23/2018,1439,1,weekday,62,59,3,2,2,3,2,2
94160,1/24/2018,1434,2,weekday,63,61,6,6,2,3,6,6
94160,1/25/2018,1398,3,weekday,57,59,1,1,7,6,5,4
94160,1/26/2018,1437,4,weekday,75,71,1,1,3,2,3,3
94160,1/27/2018,1440,5,weekend,101,98,2,2,1,2,2,3
94160,1/28/2018,1440,6,weekend,92,91,3,3,12,12,4,3
94160,1/29/2018,1440,0,weekday,47,51,2,2,8,7,5,6
94160,1/30/2018,1440,1,weekday,49,53,0,0,1,2,2,2
94160,1/31/2018,1440,2,weekday,64,67,5,6,2,1,5,5
94160,2/1/2018,1440,3,weekday,65,58,2,1,3,4,0,0
94160,2/2/2018,1440,4,weekday,59,54,1,1,3,4,3,2
94160,2/3/2018,1438,5,weekend,111,117,0,0,9,8,7,8
94160,2/4/2018,1440,6,weekend,86,83,0,0,3,2,6,6
94160,2/5/2018,1440,0,weekday,65,69,1,1,3,3,5,5
94160,2/6/2018,1439,1,weekday,52,48,1,1,6,6,5,4
94160,2/7/2018,1439,2,weekday,49,47,3,4,1,2,5,6
94160,2/8/2018,1438,3,weekday,52,61,2,1,2,4,4,4
94160,2/9/2018,1439,4,weekday,36,37,0,0,2,1,2,2
94160,2/10/2018,1440,5,weekend,83,69,1,1,8,7,5,5
94160,2/11/2018,1440,6,weekend,93,98,1,1,12,11,6,6
94160,2/12/2018,1440,0,weekday,53,62,0,0,2,2,0,0
94160,2/13/2018,1440,1,weekday,44,41,0,0,0,1,0,0
94160,2/14/2018,1440,2,weekday,46,46,0,0,2,1,0,0
94160,2/15/2018,1437,3,weekday,68,62,1,1,0,0,3,3
94160,2/16/2018,1439,4,weekday,46,45,2,2,1,2,1,1
94160,2/17/2018,1440,5,weekend,82,85,1,1,4,3,4,3
94160,2/18/2018,1438,6,weekend,106,112,1,1,4,5,5,6
94160,2/19/2018,1420,0,weekday,51,46,0,0,2,1,4,4
94160,2/20/2018,1425,1,weekday,50,51,0,0,0,0,4,3
94160,2/21/2018,1440,2,weekday,45,49,3,3,2,2,2,3
94160,2/22/2018,1440,3,weekday,41,41,1,3,6,7,2,2
94160,2/23/2018,1440,4,weekday,53,47,6,5,8,9,3,3
94160,2/24/2018,1396,5,weekend,4,5,0,0,0,0,0,0
94160,2/28/2018,1429,2,weekday,41,47,3,2,6,4,0,0
94160,3/1/2018,1389,3,weekday,44,47,1,1,3,3,0,0
94160,3/2/2018,1440,4,weekday,66,58,0,0,1,3,2,2
94160,3/3/2018,1440,5,weekend,82,82,1,1,4,2,5,5
94160,3/4/2018,1440,6,weekend,88,79,2,2,4,5,12,11
94160,3/5/2018,1440,0,weekday,44,53,2,2,2,2,3,4
94160,3/6/2018,1439,1,weekday,50,56,1,1,3,2,5,5
94160,3/7/2018,1440,2,weekday,58,60,4,4,0,0,1,1
94160,3/8/2018,1439,3,weekday,51,45,1,2,0,1,2,2
94160,3/9/2018,1440,4,weekday,60,56,1,0,4,6,1,1
94160,3/10/2018,1440,5,weekend,77,83,2,4,10,8,5,5
94160,3/11/2018,1440,6,weekend,108,109,2,0,5,5,6,6
94160,3/12/2018,1440,0,weekday,47,45,0,0,10,10,4,4
94160,3/13/2018,1440,1,weekday,50,55,1,1,7,7,1,1
94160,3/14/2018,1440,2,weekday,65,61,3,4,8,8,5,5
94160,3/15/2018,1440,3,weekday,42,42,6,5,3,3,0,0
94160,3/16/2018,1440,4,weekday,65,58,0,0,2,2,2,2
94160,3/17/2018,1440,5,weekend,78,72,0,1,11,12,7,7
94160,3/18/2018,1440,6,weekend,70,82,3,2,12,11,6,6
94160,3/19/2018,1440,0,weekday,57,59,0,2,4,4,1,1
94160,3/20/2018,1440,1,weekday,47,49,2,0,6,6,2,2
94160,3/21/2018,1440,2,weekday,60,56,0,1,4,3,4,4
94160,3/22/2018,1440,3,weekday,51,56,4,4,2,2,2,2
94160,3/23/2018,1440,4,weekday,63,52,3,3,5,5,4,4
94160,3/24/2018,1440,5,weekend,83,80,2,1,5,6,6,5
94160,3/25/2018,1380,6,weekend,105,110,2,2,7,7,11,12
94160,3/26/2018,1439,0,weekday,56,59,1,1,2,2,2,2
94160,3/27/2018,1440,1,weekday,46,46,0,0,5,7,0,0
94160,3/28/2018,1440,2,weekday,50,46,1,2,4,1,1,1
94160,3/29/2018,1440,3,weekday,76,74,2,1,1,1,5,5
94160,3/30/2018,1434,4,weekday,58,61,2,2,4,6,8,8
94160,3/31/2018,1440,5,weekend,67,68,4,4,4,3,6,6
94160,4/1/2018,1440,6,weekend,81,77,5,5,11,13,9,9
94160,4/2/2018,1439,0,weekday,79,87,4,5,6,5,7,7
94160,4/3/2018,1440,1,weekday,56,45,1,0,10,10,2,2
94160,4/4/2018,1440,2,weekday,51,66,2,2,3,1,0,0
94160,4/5/2018,1440,3,weekday,51,46,3,5,5,5,2,2
94160,4/6/2018,1364,4,weekday,66,61,3,1,1,1,6,6
94160,4/7/2018,1318,5,weekend,95,96,4,3,5,5,6,5
94160,4/8/2018,1440,6,weekend,106,103,2,2,12,12,11,12
94160,4/9/2018,1440,0,weekday,45,51,5,6,3,3,5,4
94160,4/10/2018,1440,1,weekday,56,48,2,2,5,7,5,6
94160,4/11/2018,1439,2,weekday,46,55,4,3,4,4,8,8
94160,4/12/2018,1440,3,weekday,48,53,0,0,4,2,2,2
94160,4/13/2018,1439,4,weekday,60,45,2,2,2,2,4,3
94160,4/14/2018,1440,5,weekend,76,81,1,1,9,11,7,8
94160,4/15/2018,1439,6,weekend,95,89,2,2,12,11,12,11
94160,4/16/2018,1440,0,weekday,42,47,1,1,3,2,3,4
94160,4/17/2018,1440,1,weekday,38,34,1,1,5,8,2,1
94160,4/18/2018,1377,2,weekday,48,54,2,3,9,6,1,2
94160,4/19/2018,1203,3,weekday,37,51,1,0,1,2,2,2
94160,4/20/2018,1417,4,weekday,73,63,1,1,3,2,3,3
94160,4/21/2018,1440,5,weekend,94,92,0,0,9,9,3,2
94160,4/22/2018,1440,6,weekend,97,103,4,4,4,4,4,4
94160,4/23/2018,1417,0,weekday,53,61,0,0,2,2,3,4
94160,4/24/2018,1439,1,weekday,47,47,0,0,4,6,1,0
94160,4/25/2018,1440,2,weekday,69,60,4,4,4,3,1,2
94160,4/26/2018,1440,3,weekday,39,44,1,2,3,2,2,2
94160,4/27/2018,1440,4,weekday,59,55,1,0,12,14,2,2
94160,4/28/2018,1440,5,weekend,90,86,2,2,11,9,5,4
94160,4/29/2018,1440,6,weekend,69,71,2,2,5,6,5,6
94160,4/30/2018,1440,0,weekday,53,66,0,0,2,1,5,5
94160,5/1/2018,1440,1,weekday,90,76,2,2,0,1,2,2
94160,5/2/2018,1440,2,weekday,66,74,1,1,5,6,2,1
94160,5/3/2018,1439,3,weekday,62,56,3,3,9,7,5,5
94160,5/4/2018,1435,4,weekday,58,65,5,5,8,8,3,4
94160,5/5/2018,1440,5,weekend,116,104,0,2,1,1,11,11
94160,5/6/2018,1439,6,weekend,113,115,7,5,0,0,9,8
94160,5/7/2018,1437,0,weekday,63,60,2,3,2,2,5,5
94160,5/8/2018,1425,1,weekday,84,86,3,3,0,0,6,6
94160,5/20/2018,1440,6,weekend,67,67,3,2,0,1,4,5
94160,5/21/2018,1440,0,weekday,81,88,1,2,4,4,2,2
94160,5/22/2018,1438,1,weekday,65,65,1,1,4,4,6,5
94160,5/23/2018,1174,2,weekday,36,42,1,1,10,7,2,3
94160,5/24/2018,1436,3,weekday,46,50,2,2,1,0,3,3
94160,5/25/2018,1440,4,weekday,69,64,1,1,5,6,3,3
94160,5/26/2018,1440,5,weekend,86,80,4,4,9,12,9,8
94160,5/27/2018,1440,6,weekend,130,124,2,2,6,2,7,7
94160,5/28/2018,1440,0,weekday,44,58,2,2,6,10,6,6
94160,5/29/2018,1439,1,weekday,52,50,0,0,10,9,7,8
94160,5/30/2018,1440,2,weekday,62,59,2,2,12,9,5,5
94160,5/31/2018,1411,3,weekday,52,51,0,0,5,6,0,0
94160,6/1/2018,1440,4,weekday,66,60,2,3,6,5,0,0
94160,6/2/2018,1440,5,weekend,125,122,3,2,9,9,7,6
94160,6/3/2018,1440,6,weekend,134,133,2,2,4,4,7,7
94160,6/4/2018,1440,0,weekday,41,52,2,2,2,3,0,1
94160,6/5/2018,1439,1,weekday,62,68,3,3,4,4,5,5
94160,6/6/2018,1440,2,weekday,67,60,0,0,7,6,2,2
94160,6/7/2018,1439,3,weekday,55,60,2,2,4,4,6,6
94160,6/8/2018,1438,4,weekday,77,75,1,1,2,5,6,5
94160,6/9/2018,1440,5,weekend,107,100,1,1,9,7,11,11
94160,6/10/2018,1440,6,weekend,91,93,2,2,10,9,3,4
94160,6/11/2018,1440,0,weekday,56,59,1,1,8,11,0,0
94160,6/12/2018,1439,1,weekday,67,68,1,2,8,5,2,1
94160,6/13/2018,1440,2,weekday,77,75,3,2,9,9,5,6
94160,6/14/2018,1439,3,weekday,68,69,1,1,8,8,5,5
94160,6/15/2018,1440,4,weekday,71,63,2,2,1,1,5,4
94160,6/16/2018,1440,5,weekend,83,94,0,0,3,3,5,6
94160,6/17/2018,1440,6,weekend,114,111,1,2,1,2,11,10
94160,6/18/2018,1440,0,weekday,56,62,3,2,6,5,3,4
94160,6/19/2018,1370,1,weekday,3,5,0,0,0,0,0,0
94220,1/1/2018,1440,0,weekday,43,48,3,3,0,0,0,0
94220,1/2/2018,1438,1,weekday,39,37,1,1,4,4,0,0
94220,1/3/2018,1439,2,weekday,41,39,0,0,0,0,0,0
94220,1/4/2018,1320,3,weekday,32,32,4,4,1,1,0,0
94220,1/5/2018,1440,4,weekday,34,33,5,4,4,4,0,0
94220,1/6/2018,1437,5,weekend,59,57,0,0,8,9,0,0
94220,1/7/2018,1440,6,weekend,37,38,1,2,1,3,0,0
94220,1/8/2018,1438,0,weekday,34,34,2,2,5,3,0,0
94220,1/9/2018,1439,1,weekday,47,48,3,2,2,1,0,0
94220,1/10/2018,1440,2,weekday,39,36,1,1,1,1,0,0
94220,1/11/2018,1440,3,weekday,42,44,0,0,1,3,0,0
94220,1/12/2018,1439,4,weekday,35,40,1,1,5,3,0,0
94220,1/13/2018,1440,5,weekend,72,69,1,1,1,2,0,0
94220,1/14/2018,1440,6,weekend,73,69,1,2,5,5,0,0
94220,1/15/2018,1440,0,weekday,39,40,5,5,5,4,0,0
94220,1/16/2018,1440,1,weekday,35,36,2,1,8,9,0,0
94220,1/17/2018,1440,2,weekday,41,43,1,1,4,3,0,0
94220,1/18/2018,1439,3,weekday,50,46,0,0,4,4,0,0
94220,1/19/2018,1440,4,weekday,56,54,1,1,1,2,0,0
94220,1/20/2018,1439,5,weekend,51,60,1,1,7,6,0,0
94220,1/21/2018,1440,6,weekend,56,56,0,0,1,1,0,0
94220,1/22/2018,1440,0,weekday,36,34,2,2,1,2,0,0
94220,1/23/2018,1439,1,weekday,27,25,0,0,4,4,0,0
94220,1/24/2018,1434,2,weekday,36,35,1,1,5,5,0,0
94220,1/25/2018,1398,3,weekday,45,47,0,0,1,0,0,0
94220,1/26/2018,1437,4,weekday,49,45,3,4,2,4,0,0
94220,1/27/2018,1440,5,weekend,49,54,3,2,4,3,0,0
94220,1/28/2018,1440,6,weekend,45,46,0,0,3,3,0,0
94220,1/29/2018,1440,0,weekday,43,35,1,2,3,2,0,0
94220,1/30/2018,1440,1,weekday,36,47,3,2,1,1,0,0
94220,1/31/2018,1440,2,weekday,43,35,0,0,0,1,0,0
94220,2/1/2018,1440,3,weekday,48,48,0,1,2,2,0,0
94220,2/2/2018,1440,4,weekday,42,43,4,3,1,0,0,0
94220,2/3/2018,1438,5,weekend,54,55,0,0,5,5,0,0
94220,2/4/2018,1440,6,weekend,46,51,0,0,2,3,0,0
94220,2/5/2018,1440,0,weekday,37,35,0,0,1,0,0,0
94220,2/6/2018,1439,1,weekday,44,43,0,1,4,6,0,0
94220,2/7/2018,1439,2,weekday,37,31,1,0,3,2,0,0
94220,2/8/2018,1438,3,weekday,27,32,3,3,4,3,0,0
94220,2/9/2018,1439,4,weekday,38,39,2,2,1,1,0,0
94220,2/10/2018,1440,5,weekend,54,50,2,2,1,1,0,0
94220,2/11/2018,1440,6,weekend,55,55,0,0,5,5,0,0
94220,2/12/2018,1440,0,weekday,24,25,0,0,3,4,0,0
94220,2/13/2018,1440,1,weekday,38,37,0,0,3,3,0,0
94220,2/14/2018,1440,2,weekday,39,37,1,1,1,1,0,0
94220,2/15/2018,1437,3,weekday,49,53,0,0,4,3,0,0
94220,2/16/2018,1439,4,weekday,44,42,1,1,0,3,0,0
94220,2/17/2018,1440,5,weekend,49,52,2,2,8,5,0,0
94220,2/18/2018,1438,6,weekend,44,50,1,1,7,7,0,0
94220,2/19/2018,1420,0,weekday,36,29,2,2,1,1,0,0
94220,2/20/2018,1425,1,weekday,35,36,1,1,2,3,0,0
94220,2/21/2018,1440,2,weekday,46,41,2,2,2,2,0,0
94220,2/22/2018,1440,3,weekday,41,45,0,0,1,1,0,0
94220,2/23/2018,1440,4,weekday,43,46,1,2,4,3,0,0
94220,2/24/2018,1396,5,weekend,1,4,0,0,0,0,0,0
94220,2/28/2018,1429,2,weekday,44,44,1,0,2,2,0,0
94220,3/1/2018,1389,3,weekday,52,48,1,1,0,0,0,0
94220,3/2/2018,1440,4,weekday,41,45,0,0,1,2,0,0
94220,3/3/2018,1440,5,weekend,51,48,1,2,4,6,0,0
94220,3/4/2018,1440,6,weekend,50,50,2,2,10,7,0,0
94220,3/5/2018,1440,0,weekday,38,34,2,1,4,5,0,0
94220,3/6/2018,1439,1,weekday,39,37,4,4,5,4,0,0
94220,3/7/2018,1440,2,weekday,45,49,1,2,2,3,0,0
94220,3/8/2018,1439,3,weekday,43,47,1,0,1,0,0,0
94220,3/9/2018,1440,4,weekday,39,34,4,4,1,1,0,0
94220,3/10/2018,1440,5,weekend,63,69,2,2,2,3,0,0
94220,3/11/2018,1440,6,weekend,62,57,1,2,9,9,0,0
94220,3/12/2018,1440,0,weekday,36,36,3,2,3,2,0,0
94220,3/13/2018,1440,1,weekday,38,37,0,0,2,5,0,0
94220,3/14/2018,1440,2,weekday,41,42,3,3,6,3,0,0
94220,3/15/2018,1440,3,weekday,34,38,1,1,3,3,0,0
94220,3/16/2018,1440,4,weekday,52,47,1,1,6,6,0,0
94220,3/17/2018,1440,5,weekend,50,50,0,0,1,3,0,0
94220,3/18/2018,1440,6,weekend,41,39,0,0,6,4,0,0
94220,3/19/2018,1440,0,weekday,36,38,0,0,7,7,0,0
94220,3/20/2018,1440,1,weekday,47,49,0,0,2,2,0,0
94220,3/21/2018,1440,2,weekday,40,40,0,0,1,2,0,0
94220,3/22/2018,1440,3,weekday,34,34,2,3,3,2,0,0
94220,3/23/2018,1440,4,weekday,45,43,1,0,1,3,0,0
94220,3/24/2018,1440,5,weekend,57,56,2,2,6,4,0,0
94220,3/25/2018,1380,6,weekend,52,55,0,0,4,4,0,0
94220,3/26/2018,1439,0,weekday,46,45,0,0,2,3,0,0
94220,3/27/2018,1440,1,weekday,42,41,0,0,5,5,0,0
94220,3/28/2018,1440,2,weekday,36,40,1,1,3,2,0,0
94220,3/29/2018,1440,3,weekday,40,36,1,1,3,3,0,0
94220,3/30/2018,1434,4,weekday,46,44,2,2,3,3,0,0
94220,3/31/2018,1440,5,weekend,69,69,1,1,2,2,0,0
94220,4/1/2018,1440,6,weekend,53,52,4,5,3,4,0,0
94220,4/2/2018,1439,0,weekday,45,45,2,1,4,3,0,0
94220,4/3/2018,1440,1,weekday,44,51,1,1,4,7,0,0
94220,4/4/2018,1440,2,weekday,28,23,2,2,3,0,0,0
94220,4/5/2018,1440,3,weekday,40,41,2,2,3,3,0,0
94220,4/6/2018,1364,4,weekday,58,57,2,2,5,5,0,0
94220,4/7/2018,1318,5,weekend,62,61,0,0,5,5,0,0
94220,4/8/2018,1440,6,weekend,51,53,0,0,5,4,0,0
94220,4/9/2018,1440,0,weekday,44,42,0,0,0,0,0,0
94220,4/10/2018,1440,1,weekday,59,57,1,2,6,6,0,0
94220,4/11/2018,1439,2,weekday,37,41,3,2,3,3,0,0
94220,4/12/2018,1440,3,weekday,37,39,2,2,2,3,0,0
94220,4/13/2018,1439,4,weekday,46,40,1,1,6,5,0,0
94220,4/14/2018,1440,5,weekend,61,62,3,3,3,3,0,0
94220,4/15/2018,1439,6,weekend,68,69,0,0,4,7,0,0
94220,4/16/2018,1440,0,weekday,34,36,2,2,7,5,0,0
94220,4/17/2018,1440,1,weekday,45,46,0,0,2,2,0,0
94220,4/18/2018,1377,2,weekday,46,49,0,0,2,1,0,0
94220,4/19/2018,1203,3,weekday,31,26,3,4,3,3,0,0
94220,4/20/2018,1417,4,weekday,43,46,0,0,0,0,0,0
94220,4/21/2018,1440,5,weekend,62,63,0,1,1,1,0,0
94220,4/22/2018,1440,6,weekend,51,50,4,3,3,4,0,0
94220,4/23/2018,1417,0,weekday,29,29,3,3,2,1,0,0
94220,4/24/2018,1439,1,weekday,39,38,4,4,5,5,0,0
94220,4/25/2018,1440,2,weekday,51,57,0,0,1,2,0,0
94220,4/26/2018,1440,3,weekday,42,42,0,0,3,2,0,0
94220,4/27/2018,1440,4,weekday,38,35,0,0,3,3,0,0
94220,4/28/2018,1440,5,weekend,48,43,3,3,6,6,0,0
94220,4/29/2018,1440,6,weekend,46,47,1,1,2,3,0,0
94220,4/30/2018,1440,0,weekday,42,46,0,0,6,5,0,0
94220,5/1/2018,1440,1,weekday,45,46,0,1,1,2,0,0
94220,5/2/2018,1440,2,weekday,44,40,1,0,6,5,0,0
94220,5/3/2018,1439,3,weekday,53,57,2,2,1,1,0,0
94220,5/4/2018,1435,4,weekday,47,47,3,3,3,3,0,0
94220,5/5/2018,1440,5,weekend,60,56,1,1,0,0,0,0
94220,5/6/2018,1439,6,weekend,54,57,0,0,3,3,0,0
94220,5/7/2018,1437,0,weekday,46,44,1,2,3,5,0,0
94220,5/8/2018,1425,1,weekday,42,41,2,1,4,2,0,0
94220,5/20/2018,1440,6,weekend,34,37,0,1,6,7,0,0
94220,5/21/2018,1440,0,weekday,42,42,3,2,1,1,0,0
94220,5/22/2018,1438,1,weekday,49,51,0,0,3,3,0,0
94220,5/23/2018,1174,2,weekday,35,30,0,0,3,3,0,0
94220,5/24/2018,1436,3,weekday,44,49,0,0,2,2,0,0
94220,5/25/2018,1440,4,weekday,49,48,0,0,11,12,0,0
94220,5/26/2018,1440,5,weekend,67,67,1,1,5,3,0,0
94220,5/27/2018,1440,6,weekend,65,65,2,2,4,4,0,0
94220,5/28/2018,1440,0,weekday,44,42,1,1,2,3,0,0
94220,5/29/2018,1439,1,weekday,46,48,1,1,2,1,0,0
94220,5/30/2018,1440,2,weekday,59,58,0,0,3,3,0,0
94220,5/31/2018,1411,3,weekday,47,47,1,1,2,2,0,0
94220,6/1/2018,1440,4,weekday,51,53,0,0,2,2,0,0
94220,6/2/2018,1440,5,weekend,53,49,2,2,4,4,0,0
94220,6/3/2018,1440,6,weekend,59,58,1,1,2,2,0,0
94220,6/4/2018,1440,0,weekday,36,39,3,4,4,4,0,0
94220,6/5/2018,1439,1,weekday,32,30,3,2,2,3,0,0
94220,6/6/2018,1440,2,weekday,38,39,2,2,2,1,0,0
94220,6/7/2018,1439,3,weekday,39,39,1,1,2,2,0,0
94220,6/8/2018,1438,4,weekday,36,36,2,2,2,2,0,0
94220,6/9/2018,1440,5,weekend,62,57,1,1,11,11,0,0
94220,6/10/2018,1440,6,weekend,52,56,1,1,2,2,0,0
94220,6/11/2018,1440,0,weekday,40,44,2,2,1,2,0,0
94220,6/12/2018,1439,1,weekday,51,50,0,0,7,6,0,0
94220,6/13/2018,1440,2,weekday,37,37,4,4,0,1,0,0
94220,6/14/2018,1439,3,weekday,45,40,1,2,4,3,0,0
94220,6/15/2018,1440,4,weekday,56,53,1,0,0,0,0,0
94220,6/16/2018,1440,5,weekend,47,51,3,4,3,3,0,0
94220,6/17/2018,1440,6,weekend,43,45,4,4,3,3,0,0
94220,6/18/2018,1440,0,weekday,50,50,4,3,1,1,0,0
94220,6/19/2018,1370,1,weekday,1,2,0,0,0,0,0,0
94230,1/1/2018,1440,0,weekday,41,28,1,2,3,2,0,0
94230,1/2/2018,1438,1,weekday,24,27,2,2,0,1,0,0
94230,1/3/2018,1439,2,weekday,29,30,4,3,1,0,0,0
94230,1/4/2018,1320,3,weekday,28,36,1,1,3,3,0,0
94230,1/5/2018,1440,4,weekday,35,32,0,2,5,5,0,0
94230,1/6/2018,1437,5,weekend,52,55,3,1,1,2,0,0
94230,1/7/2018,1440,6,weekend,42,50,3,4,3,3,0,0
94230,1/8/2018,1438,0,weekday,41,42,1,1,3,2,0,0
94230,1/9/2018,1439,1,weekday,39,38,3,2,1,1,0,0
94230,1/10/2018,1440,2,weekday,43,41,1,1,1,2,0,0
94230,1/11/2018,1440,3,weekday,37,32,2,2,2,2,0,0
94230,1/12/2018,1439,4,weekday,41,39,0,0,8,7,0,0
94230,1/13/2018,1440,5,weekend,47,49,1,2,0,2,0,0
94230,1/14/2018,1440,6,weekend,52,47,3,3,8,6,0,0
94230,1/15/2018,1440,0,weekday,46,50,1,2,4,8,0,0
94230,1/16/2018,1440,1,weekday,32,38,3,1,5,1,0,0
94230,1/17/2018,1440,2,weekday,46,46,1,1,5,5,0,0
94230,1/18/2018,1439,3,weekday,33,34,0,0,4,5,0,0
94230,1/19/2018,1440,4,weekday,55,47,1,1,4,5,0,0
94230,1/20/2018,1439,5,weekend,61,67,3,3,6,4,0,0
94230,1/21/2018,1440,6,weekend,57,54,1,1,4,5,0,0
94230,1/22/2018,1440,0,weekday,32,31,0,0,1,3,0,0
94230,1/23/2018,1439,1,weekday,35,39,1,4,5,4,0,0
94230,1/24/2018,1434,2,weekday,30,33,3,0,4,4,0,0
94230,1/25/2018,1398,3,weekday,45,43,0,0,7,8,0,0
94230,1/26/2018,1437,4,weekday,52,51,1,1,6,4,0,0
94230,1/27/2018,1440,5,weekend,70,65,3,3,3,2,0,0
94230,1/28/2018,1440,6,weekend,48,51,4,4,2,3,0,0
94230,1/29/2018,1440,0,weekday,42,37,0,0,2,3,0,0
94230,1/30/2018,1440,1,weekday,41,50,1,3,3,1,0,0
94230,1/31/2018,1440,2,weekday,27,28,2,0,3,5,0,0
94230,2/1/2018,1440,3,weekday,39,38,0,1,2,3,0,0
94230,2/2/2018,1440,4,weekday,52,51,3,3,4,2,0,0
94230,2/3/2018,1438,5,weekend,81,71,2,2,5,4,0,0
94230,2/4/2018,1440,6,weekend,45,57,3,3,8,10,0,0
94230,2/5/2018,1440,0,weekday,41,41,2,1,3,2,0,0
94230,2/6/2018,1439,1,weekday,55,55,0,0,3,3,0,0
94230,2/7/2018,1439,2,weekday,26,28,0,0,2,3,0,0
94230,2/8/2018,1438,3,weekday,31,22,0,0,1,0,0,0
94230,2/9/2018,1439,4,weekday,37,34,1,2,3,5,0,0
94230,2/10/2018,1440,5,weekend,42,53,2,1,7,5,0,0
94230,2/11/2018,1440,6,weekend,43,36,1,2,1,0,0,0
94230,2/12/2018,1440,0,weekday,37,37,2,1,1,2,0,0
94230,2/13/2018,1440,1,weekday,45,46,0,0,4,3,0,0
94230,2/14/2018,1440,2,weekday,35,35,2,2,4,4,0,0
94230,2/15/2018,1437,3,weekday,47,46,0,0,4,5,0,0
94230,2/16/2018,1439,4,weekday,34,33,2,3,4,4,0,0
94230,2/17/2018,1440,5,weekend,47,46,3,2,2,2,0,0
94230,2/18/2018,1438,6,weekend,58,63,3,3,4,4,0,0
94230,2/19/2018,1420,0,weekday,40,41,0,0,1,3,0,0
94230,2/20/2018,1425,1,weekday,30,34,1,1,4,3,0,0
94230,2/21/2018,1440,2,weekday,31,30,2,2,4,3,0,0
94230,2/22/2018,1440,3,weekday,36,29,0,0,5,5,0,0
94230,2/23/2018,1440,4,weekday,48,37,0,1,1,1,0,0
94230,2/24/2018,1396,5,weekend,3,4,0,0,0,2,0,0
94230,2/28/2018,1429,2,weekday,39,50,2,1,4,2,0,0
94230,3/1/2018,1389,3,weekday,35,23,0,0,2,2,0,0
94230,3/2/2018,1440,4,weekday,28,36,0,1,2,2,0,0
94230,3/3/2018,1440,5,weekend,56,61,1,0,4,3,0,0
94230,3/4/2018,1440,6,weekend,52,56,0,0,2,3,0,0
94230,3/5/2018,1440,0,weekday,42,42,0,0,1,1,0,0
94230,3/6/2018,1439,1,weekday,51,47,0,0,1,2,0,0
94230,3/7/2018,1440,2,weekday,24,32,2,2,3,3,0,0
94230,3/8/2018,1439,3,weekday,44,39,1,1,7,6,0,0
94230,3/9/2018,1440,4,weekday,44,42,0,1,4,5,0,0
94230,3/10/2018,1440,5,weekend,61,52,2,1,3,3,0,0
94230,3/11/2018,1440,6,weekend,54,54,0,1,6,6,0,0
94230,3/12/2018,1440,0,weekday,30,42,1,0,4,3,0,0
94230,3/13/2018,1440,1,weekday,46,42,2,2,1,3,0,0
94230,3/14/2018,1440,2,weekday,40,44,2,3,4,2,0,0
94230,3/15/2018,1440,3,weekday,34,38,1,0,4,5,0,0
94230,3/16/2018,1440,4,weekday,38,32,0,1,3,2,0,0
94230,3/17/2018,1440,5,weekend,45,44,1,1,4,3,0,0
94230,3/18/2018,1440,6,weekend,46,43,4,4,3,6,0,0
94230,3/19/2018,1440,0,weekday,26,26,2,1,2,3,0,0
94230,3/20/2018,1440,1,weekday,35,34,1,1,6,3,0,0
94230,3/21/2018,1440,2,weekday,37,39,0,0,2,2,0,0
94230,3/22/2018,1440,3,weekday,52,51,1,2,2,1,0,0
94230,3/23/2018,1440,4,weekday,38,29,3,3,7,8,0,0
94230,3/24/2018,1440,5,weekend,47,53,5,4,2,2,0,0
94230,3/25/2018,1380,6,weekend,37,47,1,1,5,7,0,0
94230,3/26/2018,1439,0,weekday,44,37,0,0,3,0,0,0
94230,3/27/2018,1440,1,weekday,34,36,0,0,1,1,0,0
94230,3/28/2018,1440,2,weekday,42,46,1,1,1,2,0,0
94230,3/29/2018,1440,3,weekday,37,35,1,1,5,6,0,0
94230,3/30/2018,1434,4,weekday,52,51,1,1,3,1,0,0
94230,3/31/2018,1440,5,weekend,29,29,2,3,5,5,0,0
94230,4/1/2018,1440,6,weekend,52,50,1,1,1,1,0,0
94230,4/2/2018,1439,0,weekday,38,37,2,1,3,6,0,0
94230,4/3/2018,1440,1,weekday,43,42,2,2,6,3,0,0
94230,4/4/2018,1440,2,weekday,34,33,1,2,5,6,0,0
94230,4/5/2018,1440,3,weekday,35,37,6,5,1,3,0,0
94230,4/6/2018,1364,4,weekday,39,33,2,2,5,2,0,0
94230,4/7/2018,1318,5,weekend,47,44,1,1,2,1,0,0
94230,4/8/2018,1440,6,weekend,52,60,5,5,1,1,0,0
